"plate","state","license_type","summons_number","issue_date","violation_time","violation","judgment_entry_date","fine_amount","penalty_amount","interest_amount","reduction_amount","payment_amount","amount_due","precinct","county","issuing_agency","violation_status","summons_image"
"69711ME","NY","COM","7014134747","11/14/2014",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wQmVFNUVSWHBPUkdNd1RuYzlQUT09&locationName=_____________________)"
"T761802C","NY","OMT","5127513160","05/14/2023","05:22P","FAILURE TO STOP AT RED LIGHT","08/17/2023","50","25","0.1","0.06","75.04","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhOZWtVeVRVRTlQUT09&locationName=_____________________)"
"KEJ8731","NY","PAS","8952769004","08/20/2021","10:31A","NO PARKING-STREET CLEANING","07/28/2022","65","60","7.13","0","132.13","0","033","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMXFZekpQVkVGM1RrRTlQUT09&locationName=_____________________)"
"T15MKM","NJ","PAS","8819532670","10/26/2020","01:55P","FIRE HYDRANT","07/28/2022","115","60","11.62","0.26","186.36","0","019","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVWWHBOYWxrelRVRTlQUT09&locationName=_____________________)"
"JDG5499","NY","PAS","9077627807","09/26/2023","11:58A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","078","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk0wNTZXWGxPZW1kM1RuYzlQUT09&locationName=_____________________)"
"204091C","RI","PAS","8819533352","10/28/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVWWHBOZWsweFRXYzlQUT09&locationName=_____________________)"
"79939ML","NY","COM","8819534629","11/04/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVWWHBPUkZsNVQxRTlQUT09&locationName=_____________________)"
"LKY7777","PA","PAS","8819537813","11/18/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVWWHBPZW1kNFRYYzlQUT09&locationName=_____________________)"
"KFA4896","NY","PAS","8819532529","10/24/2020","10:32A","NO PARKING-DAY/TIME LIMITS","07/28/2022","60","60","8.55","0.09","128.46","0","026","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVWWHBOYWxWNVQxRTlQUT09&locationName=_____________________)"
"AT376A","NJ","PAS","8912173352","07/05/2022","08:14A","DOUBLE PARKING",,"115","0","0","0","115","0","006","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFMXFSVE5OZWsweFRXYzlQUT09&locationName=_____________________)"
"GMK4329","NY","PAS","9040675466","03/14/2023","09:19A","NO PARKING-STREET CLEANING",,"65","10","0","0","75","0","019","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVE5PVkZFeVRtYzlQUT09&locationName=_____________________)"
"89058T3","TX","PAS","8819541968","12/08/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVWVEJOVkdzeVQwRTlQUT09&locationName=_____________________)"
"LBX5839","NY","PAS","9068988037","08/03/2023","06:05A","CROSSWALK",,"115","0","0","0","115","0","104","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rOUVhelJQUkVGNlRuYzlQUT09&locationName=_____________________)"
"HAN5162","NY","PAS","9068988074","08/03/2023","06:12A","CROSSWALK",,"115","0","0","0","115","0","104","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rOUVhelJQUkVFelRrRTlQUT09&locationName=_____________________)"
"LAZ1386","NY","OMS","5127513183","05/14/2023","05:23P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhOZWtVMFRYYzlQUT09&locationName=_____________________)"
"KYU2932","NY","PAS","5127513213","05/14/2023","05:24P","FAILURE TO STOP AT RED LIGHT",,"50","25","0","0","75","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhOZWtsNFRYYzlQUT09&locationName=_____________________)"
"X19NEZ","NJ","PAS","9077627947","09/27/2023","11:45A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","061","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk0wNTZXWGxPZW1zd1RuYzlQUT09&locationName=_____________________)"
"XJKB31","NJ","PAS","9040675510","03/14/2023","09:46A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","019","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVE5PVkZWNFRVRTlQUT09&locationName=_____________________)"
"XLUY21","NJ","PAS","8912175464","07/14/2022","08:55A","NO PARKING-DAY/TIME LIMITS",,"65","0","0","65","0","0","006","NY","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFMXFSVE5PVkZFeVRrRTlQUT09&locationName=_____________________)"
"U59PNE","NJ","PAS","9002942242","08/07/2022","09:36A","NO STANDING-DAY/TIME LIMITS","11/24/2022","115","60","3.18","0.09","178.09","0","001","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMXFhekJOYWtrd1RXYzlQUT09&locationName=_____________________)"
"JMY7103","NY","PAS","8819542973","12/12/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVWVEJOYW1zelRYYzlQUT09&locationName=_____________________)"
"431324C","TX","PAS","8819543473","12/15/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVWVEJOZWxFelRYYzlQUT09&locationName=_____________________)"
"DAYLGHT4","NY","COM","9040675569","03/14/2023","10:09A","NO PARKING-DAY/TIME LIMITS",,"65","0","0","0","65","0","019","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVE5PVkZVeVQxRTlQUT09&locationName=_____________________)"
"BB76519","CT","PAS","5127513419","05/14/2023","05:29P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhOZWxGNFQxRTlQUT09&locationName=_____________________)"
"KPM4390","NY","PAS","9064131820","06/27/2023","07:38A","NO PARKING-STREET CLEANING",,"65","10","0","0","75","0","066","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVSWHBOVkdkNVRVRTlQUT09&locationName=_____________________)"
"KKR4515","NY","PAS","5127513535","05/14/2023","05:32P","FAILURE TO STOP AT RED LIGHT","08/17/2023","50","25","1.25","0.04","76.21","0","000","ST","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhOZWxWNlRsRTlQUT09&locationName=_____________________)"
"KWD9044","NY","PAS","5127513468","05/14/2023","05:31P","FAILURE TO STOP AT RED LIGHT",,"50","25","0","0","75","0","000","MN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhOZWxFeVQwRTlQUT09&locationName=_____________________)"
"KJB1854","NY","OMS","5127513547","05/14/2023","05:33P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhOZWxVd1RuYzlQUT09&locationName=_____________________)"
"HTD2778","NY","PAS","9040675582","03/14/2023","11:06A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","019","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVE5PVkZVMFRXYzlQUT09&locationName=_____________________)"
"XGKC17","NJ","PAS","9021886005","03/17/2023","08:42A","NO PARKING-STREET CLEANING",,"65","10","0","0","75","0","024","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmVVMVVaelJPYWtGM1RsRTlQUT09&locationName=_____________________)"
"KVD8734","NY","PAS","5127513377","05/14/2023","05:29P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhOZWswelRuYzlQUT09&locationName=_____________________)"
"U85MCE","NJ","PAS","8819543242","12/12/2020","01:52P","FIRE HYDRANT","07/28/2022","115","60","10.76","0.17","185.59","0","024","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVWVEJOZWtrd1RXYzlQUT09&locationName=_____________________)"
"KVV7551","NY","PAS","5127513821","05/14/2023","05:42P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhOZW1kNVRWRTlQUT09&locationName=_____________________)"
"34453NC","NY","COM","9040675764","03/15/2023","11:48A","DOUBLE PARKING",,"115","10","0","125","0","0","024","NY","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVE5PVkdNeVRrRTlQUT09&locationName=_____________________)"
"KRR6382","NY","PAS","9040675788","03/15/2023","11:58A","FIRE HYDRANT",,"115","10","0","0","125","0","024","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVE5PVkdNMFQwRTlQUT09&locationName=_____________________)"
"LAB8977","NY","PAS","5127513950","05/14/2023","05:18P","FAILURE TO STOP AT RED LIGHT","08/17/2023","50","25","0.13","0.02","75.11","0","000","ST","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhOZW1zeFRVRTlQUT09&locationName=_____________________)"
"LCU9604","NY","PAS","9077627996","09/27/2023","11:50A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","061","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk0wNTZXWGxPZW1zMVRtYzlQUT09&locationName=_____________________)"
"3148483","IN","PAS","8912180125","08/24/2022","11:20A","DOUBLE PARKING","04/13/2023","115","60","10.51","0.22","185.29","0","009","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFMXFSVFJOUkVWNVRsRTlQUT09&locationName=_____________________)"
"GB7530","WA","PAS","9040675739","03/15/2023","10:24A","FAIL TO DSPLY MUNI METER RECPT",,"65","0","0","65","0","0","024","NY","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVE5PVkdONlQxRTlQUT09&locationName=_____________________)"
"LHV8936","PA","PAS","9040676276","03/20/2023","09:17A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","019","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVE5PYWtrelRtYzlQUT09&locationName=_____________________)"
"J79PVH","NJ","PAS","9040675831","03/16/2023","08:09A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","019","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVE5PVkdkNlRWRTlQUT09&locationName=_____________________)"
"MCL2071","PA","PAS","5127514450","05/14/2023","05:53P","FAILURE TO STOP AT RED LIGHT",,"50","25","0","0","75","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPUkZFeFRVRTlQUT09&locationName=_____________________)"
"KYY7302","NY","PAS","9064131983","06/27/2023","10:04A","NO STANDING-DAY/TIME LIMITS",,"115","10","0","0","125","0","066","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVSWHBOVkdzMFRYYzlQUT09&locationName=_____________________)"
"PRZ9944","MN","PAS","8819550180","01/15/2020","01:24P","NO STANDING-DAY/TIME LIMITS",,"115","0","0","115","0","0","010","NY","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVWVEZOUkVVMFRVRTlQUT09&locationName=_____________________)"
"KTD9181","NY","PAS","5127513961","05/14/2023","05:20P","FAILURE TO STOP AT RED LIGHT",,"50","25","0","25","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhOZW1zeVRWRTlQUT09&locationName=_____________________)"
"KJZ8535","NY","PAS","5127514254","05/14/2023","05:49P","FAILURE TO STOP AT RED LIGHT","08/17/2023","50","25","0.11","0.07","75.04","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPUkVreFRrRTlQUT09&locationName=_____________________)"
"K83RPX","NJ","PAS","1488364965","02/12/2023","10:05A","NO STANDING-DAY/TIME LIMITS","06/01/2023","115","60","1","0.09","175.91","0","078","K","POLICE DEPARTMENT",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FOUVUVEpPUkdzeVRsRTlQUT09&locationName=_____________________)"
"KPM3660","NY","PAS","1488364977","02/12/2023","09:31A","DOUBLE PARKING","06/01/2023","115","60","1.05","0.04","176.01","0","078","K","POLICE DEPARTMENT",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FOUVUVEpPUkdzelRuYzlQUT09&locationName=_____________________)"
"KJJ2744","NY","PAS","8819549906","10/27/2021","03:22P","NO STANDING-EXC. TRUCK LOADING","09/15/2022","95","60","2.6","60.16","97.44","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVWVEJQVkd0M1RtYzlQUT09&locationName=_____________________)"
"KZY1758","NY","PAS","5127514370","05/14/2023","05:52P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPUkUwelRVRTlQUT09&locationName=_____________________)"
"KMK417","VT","PAS","9068988220","08/03/2023","07:11A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","104","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rOUVhelJQUkVsNVRVRTlQUT09&locationName=_____________________)"
"JKC4307","NY","PAS","9068988189","08/03/2023","07:00A","INSP. STICKER-EXPIRED/MISSING",,"65","10","0","0","75","0","104","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rOUVhelJQUkVVMFQxRTlQUT09&locationName=_____________________)"
"24128MN","NY","COM","8819565432","03/12/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVWVEpPVkZGNlRXYzlQUT09&locationName=_____________________)"
"LSJ8054","PA","PAS","5127514308","05/14/2023","05:51P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","MN","DEPARTMENT OF TRANSPORTATION","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPUkUxM1QwRTlQUT09&locationName=_____________________)"
"ZTM4871","PA","PAS","5127514382","05/14/2023","05:52P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPUkUwMFRXYzlQUT09&locationName=_____________________)"
"KVC9671","NY","PAS","5127514448","05/14/2023","05:53P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPUkZFd1QwRTlQUT09&locationName=_____________________)"
"KZD1939","NY","PAS","5127514606","05/14/2023","05:57P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000",,"DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPUkZsM1RtYzlQUT09&locationName=_____________________)"
"A37NCA","NJ","PAS","1488364989","02/12/2023","09:56A","NO STANDING-DAY/TIME LIMITS","06/01/2023","115","60","9.09","0","0","184.09","078","K","POLICE DEPARTMENT",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FOUVUVEpPUkdzMFQxRTlQUT09&locationName=_____________________)"
"936DR1","MA","PAS","8819569474","08/16/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVWVEpQVkZFelRrRTlQUT09&locationName=_____________________)"
"FLL3321","NY","PAS","5127514850","05/14/2023","06:05P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPUkdjeFRVRTlQUT09&locationName=_____________________)"
"JCN3929","NY","PAS","9064132008","06/30/2023","05:18A","CROSSWALK","10/19/2023","115","60","1.29","0.3","175.99","0","069","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVSWHBOYWtGM1QwRTlQUT09&locationName=_____________________)"
"KUL6981","NY","PAS","9064132033","06/30/2023","05:29A","DOUBLE PARKING",,"115","0","0","0","115","0","069","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVSWHBOYWtGNlRYYzlQUT09&locationName=_____________________)"
"D53PGZ","NJ","PAS","5127514760","05/14/2023","06:02P","FAILURE TO STOP AT RED LIGHT",,"50","25","0","0","75","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPUkdNeVRVRTlQUT09&locationName=_____________________)"
"2027896","IN","PAS","8819575292","10/13/2020","01:24P","PLTFRM LFTS LWRD POS COMM VEH",,"65","0","0","0","65","0","013","NY","TRAFFIC","APPEAL AFFIRMED","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVWVE5PVkVrMVRXYzlQUT09&locationName=_____________________)"
"79684PC","NY","APP","8819576879","10/19/2020","02:41P","INSP. STICKER-EXPIRED/MISSING","07/28/2022","65","60","5.78","0.22","130.56","0","017","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVWVE5PYW1jelQxRTlQUT09&locationName=_____________________)"
"76643PC","NY","APP","8819575450","10/13/2020","02:54P","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","013","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVWVE5PVkZFeFRVRTlQUT09&locationName=_____________________)"
"KVT1835","NY","PAS","5127515702","05/14/2023","06:31P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPVkdOM1RXYzlQUT09&locationName=_____________________)"
"LAZ9524","NY","PAS","5127515398","05/14/2023","06:23P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPVkUwMVQwRTlQUT09&locationName=_____________________)"
"J57SES","NJ","PAS","4032633010","10/19/2023","04:52P","BUS LANE VIOLATION",,"50","25","0","0","0","75","000","MN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmVrMXFXWHBOZWtGNFRVRTlQUT09&locationName=_____________________)"
"T700466C","NY","OMT","5127515349","05/14/2023","06:22P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPVkUwd1QxRTlQUT09&locationName=_____________________)"
"LDL6978","NY","OMS","9064132197","06/30/2023","06:18A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","069","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVSWHBOYWtVMVRuYzlQUT09&locationName=_____________________)"
"KNE6342","NY","PAS","5127514977","05/14/2023","06:10P","FAILURE TO STOP AT RED LIGHT","08/17/2023","50","25","0.3","0.13","75.17","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPUkdzelRuYzlQUT09&locationName=_____________________)"
"NJPC76","FL","PAS","9068988384","08/04/2023","06:42A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","106","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rOUVhelJQUkUwMFRrRTlQUT09&locationName=_____________________)"
"KKA4864","NY","PAS","9068988438","08/04/2023","06:59A","NO STANDING-DAY/TIME LIMITS",,"115","10","0","0","125","0","106","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rOUVhelJQUkZGNlQwRTlQUT09&locationName=_____________________)"
"KFA4804","NY","PAS","5127515386","05/14/2023","06:23P","FAILURE TO STOP AT RED LIGHT",,"50","25","0","0","75","0","000","ST","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPVkUwMFRtYzlQUT09&locationName=_____________________)"
"GKB2716","NY","PAS","5127515325","05/14/2023","06:22P","FAILURE TO STOP AT RED LIGHT",,"50","25","0","0","75","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPVkUxNVRsRTlQUT09&locationName=_____________________)"
